MoviePersonID(Integer),FirstName(String),LastName(String),CrewTitleID(Integer),MovieID(Integer),Title(String),YearReleased(Integer),Quantity(Integer)
1411,John,C. McGinley,1,178,The Rock ,1996,14
725,John,C. Reilly,1,82,The Perfect Storm ,2000,31
725,John,C. Reilly,1,108,Chicago ,2002,35
725,John,C. Reilly,1,311,The Aviator ,2004,18
1324,Michael,C. Williams,1,156,The Blair Witch Project ,1999,28
865,James,Caan,1,99,Elf ,2003,31
865,James,Caan,1,176,The Godfather ,1972,17
865,James,Caan,1,322,Eraser ,1996,30
2406,Scott,Caan,1,317,Gone in Sixty Seconds ,2000,32
1273,Sebastian,Cabot,1,150,The Jungle Book ,1967,30
875,Nicolas,Cage,1,100,National Treasure ,2004,20
875,Nicolas,Cage,1,178,The Rock ,1996,14
875,Nicolas,Cage,1,261,Face/Off ,1997,36
875,Nicolas,Cage,1,317,Gone in Sixty Seconds ,2000,32
875,Nicolas,Cage,1,325,Con Air ,1997,18
516,Michael,Caine,1,57,Austin Powers in Goldmember ,2002,21
516,Michael,Caine,1,62,Batman Begins ,2005,19
516,Michael,Caine,1,285,Miss Congeniality ,2000,21
139,Niketa,Calame,1,15,The Lion King ,1994,28
319,Sergio,Calderón,1,36,Men in Black ,1997,40
1209,Zoe,Caldwell,1,142,Lilo & Stitch ,2002,21
1264,Joseph,Cali,1,149,Saturday Night Fever ,1977,31
2248,Fausto,Callegarini,1,293,The Italian Job ,2003,16
2160,Simon,Callow,1,279,Ace Ventura: When Nature Calls ,1995,15
2535,Colleen,Camp,1,341,Die Hard: With a Vengeance ,1995,32
1359,Nell,Campbell,1,160,The Rocky Horror Picture Show ,1975,6
1520,Keith,Campbell,1,183,Minority Report ,2002,11
1915,Bruce,Campbell,1,242,Double Jeopardy ,1999,1
2344,Neve,Campbell,1,307,Scream ,1996,17
2344,Neve,Campbell,1,321,Scream 2 ,1997,38
2443,Rob,Campbell,1,324,Unforgiven ,1992,25
537,Ron,Canada,1,59,Wedding Crashers ,2005,15
1343,Twink,Caplan,1,158,Look Who's Talking ,1989,27
770,Kate,Capshaw,1,88,Indiana Jones and the Temple of Doom ,1984,24
1518,Jessica,Capshaw,1,183,Minority Report ,2002,11
1130,Linda,Cardellini,1,133,Scooby-Doo ,2002,26
685,Tantoo,Cardinal,1,77,Dances with Wolves ,1990,14
342,Steve,Carell,1,39,Bruce Almighty ,2003,15
342,Steve,Carell,1,275,The 40 Year Old Virgin ,2005,13
1599,Drew,Carey,1,194,Robots ,2005,5
1178,Harry,Carey Jr.,1,138,Gremlins ,1984,8
549,Gia,Carides,1,61,Austin Powers: The Spy Who Shagged Me ,1999,39
1648,Robert,Carlyle,1,201,The World Is Not Enough ,1999,14
1199,Tia,Carrere,1,141,True Lies ,1994,26
1199,Tia,Carrere,1,142,Lilo & Stitch ,2002,21
1199,Tia,Carrere,1,220,Wayne's World ,1992,27
269,Jim,Carrey,1,32,How the Grinch Stole Christmas ,2000,27
269,Jim,Carrey,1,39,Bruce Almighty ,2003,15
269,Jim,Carrey,1,78,Batman Forever ,1995,23
269,Jim,Carrey,1,83,Liar Liar ,1997,39
269,Jim,Carrey,1,199,Dumb & Dumber ,1994,20
269,Jim,Carrey,1,206,The Truman Show ,1998,14
269,Jim,Carrey,1,228,The Mask ,1994,36
269,Jim,Carrey,1,235,Lemony Snicket's A Series of Unfortunate Events ,2004,24
269,Jim,Carrey,1,268,Fun with Dick and Jane ,2005,5
269,Jim,Carrey,1,279,Ace Ventura: When Nature Calls ,1995,15
2114,Pat,Carroll,1,272,The Little Mermaid ,1989,38
2042,John,Carroll Lynch,1,261,Face/Off ,1997,36
1570,David,Caruso,1,189,An Officer and a Gentleman ,1982,6
1570,David,Caruso,1,263,Twins ,1988,36
1765,Dana,Carvey,1,220,Wayne's World ,1992,27
1419,Max,Casella,1,168,Dinosaur ,2000,28
673,Adriana,Caselotti,1,76,Snow White and the Seven Dwarfs ,1937,12
2041,Nick,Cassavetes,1,261,Face/Off ,1997,36
249,Vincent,Cassel,1,29,Shrek ,2001,22
2214,Seymour,Cassel,1,289,Indecent Proposal ,1993,23
1107,Joanna,Cassidy,1,130,Who Framed Roger Rabbit ,1988,33
2392,Ted,Cassidy,1,314,Butch Cassidy and the Sundance Kid ,1969,27
2525,John,Cassini,1,338,Se7en ,1995,34
69,Keisha,Castle-Hughes,1,7,Star Wars: Episode III - Revenge of the Sith ,2005,15
2275,Kim,Cattrall,1,296,Porky's ,1982,9
2184,Megan,Cavanagh,1,283,A League of Their Own ,1992,22
2469,Christine,Cavanaugh,1,331,The Rugrats Movie ,1998,11
86,James,Caviezel,1,10,The Passion of the Christ ,2004,9
2071,Laura,Cayouette,1,266,Enemy of the State ,1998,41
2319,Lacey,Chabert,1,303,Daddy Day Care ,2003,38
1951,Richard,Chamberlain,1,246,The Towering Inferno ,1974,17
2241,Howland,Chamberlain,1,292,Kramer vs. Kramer ,1979,10
2540,Kevin,Chamberlin,1,341,Die Hard: With a Vengeance ,1995,32
1843,Michael,Champion,1,232,Total Recall ,1990,24
430,Jackie,Chan,1,49,Rush Hour 2 ,2001,19
430,Jackie,Chan,1,155,Rush Hour ,1998,27
457,Lobo,Chan,1,51,King Kong ,2005,10
1572,Kim,Chan,1,190,Lethal Weapon 4 ,1998,18
2257,George,Chandler,1,294,Every Which Way But Loose ,1978,13
1611,Chen,Chang,1,196,Wo hu cang long ,2000,12
739,Stockard,Channing,1,84,Grease ,1978,30
739,Stockard,Channing,1,297,The First Wives Club ,1996,16
2094,Rosalind,Chao,1,269,Freaky Friday ,2003,22
2063,Geraldine,Chaplin,1,265,Doctor Zhivago ,1965,23
2362,Janet,Chapman,1,309,Bambi ,1942,28
1574,Dave,Chappelle,1,191,The Nutty Professor ,1996,22
1574,Dave,Chappelle,1,247,You've Got Mail ,1998,8
1574,Dave,Chappelle,1,325,Con Air ,1997,18
1930,Josh,Charles,1,244,S.W.A.T. ,2003,21
2473,Melanie,Chartoff,1,331,The Rugrats Movie ,1998,11
1207,Daveigh,Chase,1,142,Lilo & Stitch ,2002,21
1207,Daveigh,Chase,1,192,The Ring ,2002,16
2472,Cheryl,Chase,1,331,The Rugrats Movie ,1998,11
397,Justin,Chatwin,1,45,War of the Worlds ,2005,13
1720,Andrew,Chavez,1,212,Traffic ,2000,20
688,Maury,Chaykin,1,77,Dances with Wolves ,1990,14
2313,Molly,Cheek,1,302,American Wedding ,2003,34
1613,Pei-pei,Cheng,1,196,Wo hu cang long ,2000,12
2451,Sami,Chester,1,327,Contact ,1997,25
1157,George,Cheung,1,136,Rambo: First Blood Part II ,1985,40
775,Roy,Chiao,1,88,Indiana Jones and the Temple of Doom ,1984,24
1100,Michael,Chiklis,1,129,Fantastic Four ,2005,7
2432,Nick,Chinlund,1,322,Eraser ,1996,30
2432,Nick,Chinlund,1,325,Con Air ,1997,18
911,Marcus,Chong,1,104,The Matrix ,1999,28
1316,Michael,Chow,1,155,Rush Hour ,1998,27
1609,Yun-Fat,Chow,1,196,Wo hu cang long ,2000,12
65,Hayden,Christensen,1,7,Star Wars: Episode III - Revenge of the Sith ,2005,15
65,Hayden,Christensen,1,18,Star Wars: Episode II - Attack of the Clones ,2002,23
2062,Julie,Christie,1,265,Doctor Zhivago ,1965,23
1997,John,Christopher Jones,1,253,The Village ,2004,46
2363,Jeanne,Christy,1,309,Bambi ,1942,28
2489,Danielle,Chuchran,1,333,The Cat in the Hat ,2003,20
406,Leonid,Citer,1,46,Cast Away ,2000,10
1025,Blake,Clark,1,118,The Waterboy ,1998,14
1025,Blake,Clark,1,223,50 First Dates ,2004,29
1979,Candy,Clark,1,250,American Graffiti ,1973,14
1988,Josh,Clark,1,251,Big ,1988,23
597,Michael,Clarke Duncan,1,66,Armageddon ,1998,9
597,Michael,Clarke Duncan,1,87,Planet of the Apes ,2001,22
597,Michael,Clarke Duncan,1,169,The Green Mile ,1999,13
597,Michael,Clarke Duncan,1,312,Daredevil ,2003,31
2517,Patricia,Clarkson,1,337,Jumanji ,1995,27
29,John,Cleese,1,3,Shrek 2 ,2004,45
29,John,Cleese,1,120,Die Another Day ,2002,14
29,John,Cleese,1,201,The World Is Not Enough ,1999,14
29,John,Cleese,1,299,George of the Jungle ,1997,22
257,Veronica,Clifford,1,30,Harry Potter and the Chamber of Secrets ,2002,18
704,George,Clooney,1,80,Ocean's Eleven ,2001,36
704,George,Clooney,1,82,The Perfect Storm ,2000,31
704,George,Clooney,1,208,Ocean's Twelve ,2004,30
704,George,Clooney,1,284,Batman & Robin ,1997,22
892,Glenn,Close,1,102,Air Force One ,1997,31
892,Glenn,Close,1,106,Tarzan ,1999,16
892,Glenn,Close,1,126,Fatal Attraction ,1987,31
892,Glenn,Close,1,171,101 Dalmatians ,1996,15
2515,Martin,Clunes,1,336,Shakespeare in Love ,1998,44
1759,Bill,Cobbs,1,219,The Bodyguard ,1992,27
295,James,Coburn,1,34,"Monsters, Inc. ",2001,24
295,James,Coburn,1,191,The Nutty Professor ,1996,22
295,James,Coburn,1,318,Maverick ,1994,9
295,James,Coburn,1,322,Eraser ,1996,30
1519,Richard,Coca,1,183,Minority Report ,2002,11
1586,Shannon,Cochran,1,192,The Ring ,2002,16
2238,George,Coe,1,292,Kramer vs. Kramer ,1979,10
2354,Barry,Coe,1,308,Jaws 2 ,1978,15
1875,J.J.,Cohen,1,236,Back to the Future Part II ,1989,22
2384,Gary,Cole,1,313,In the Line of Fire ,1993,8
803,Dabney,Coleman,1,91,Tootsie ,1982,31
803,Dabney,Coleman,1,233,On Golden Pond ,1981,24
803,Dabney,Coleman,1,247,You've Got Mail ,1998,8
803,Dabney,Coleman,1,306,Nine to Five ,1980,29
167,Margaret,Colin,1,20,Independence Day ,1996,20
167,Margaret,Colin,1,109,Three Men and a Baby ,1987,19
186,Toni,Collette,1,22,The Sixth Sense ,1999,25
674,Eddie,Collins,1,76,Snow White and the Seven Dwarfs ,1937,12
1821,Phil,Collins,1,229,Hook ,1991,22
2284,Stephen,Collins,1,297,The First Wives Club ,1996,16
1998,Frank,Collison,1,253,The Village ,2004,46
1808,Silvia,Colloca,1,227,Van Helsing ,2004,13
2276,Scott,Colomby,1,296,Porky's ,1982,9
2494,Mike,Colter,1,334,Million Dollar Baby ,2004,23
147,Robbie,Coltrane,1,16,Harry Potter and the Sorcerer's Stone ,2001,15
147,Robbie,Coltrane,1,201,The World Is Not Enough ,1999,14
147,Robbie,Coltrane,1,288,GoldenEye ,1995,23
675,Pinto,Colvig,1,76,Snow White and the Seven Dwarfs ,1937,12
108,Sam,Comery,1,12,The Lord of the Rings: The Two Towers ,2002,38
740,Jeff,Conaway,1,84,Grease ,1978,30
1009,Cristi,Conaway,1,116,Batman Returns ,1992,36
744,Didi,Conn,1,84,Grease ,1978,30
936,Jennifer,Connelly,1,107,A Beautiful Mind ,2001,14
936,Jennifer,Connelly,1,182,Hulk ,2003,5
129,Michael,Conner Humphreys,1,14,Forrest Gump ,1994,27
617,Sean,Connery,1,69,Indiana Jones and the Last Crusade ,1989,29
617,Sean,Connery,1,178,The Rock ,1996,14
617,Sean,Connery,1,224,The Hunt for Red October ,1990,36
1288,Billy,Connolly,1,151,Pocahontas ,1995,23
1288,Billy,Connolly,1,235,Lemony Snicket's A Series of Unfortunate Events ,2004,24
1288,Billy,Connolly,1,267,The Last Samurai ,2003,26
1288,Billy,Connolly,1,289,Indecent Proposal ,1993,23
366,Michael,Constantine,1,42,My Big Fat Greek Wedding ,2002,16
1475,Richard,Conte,1,176,The Godfather ,1972,17
567,Danny,Cooksey,1,63,Terminator 2: Judgment Day ,1991,11
1929,LL,Cool J,1,244,S.W.A.T. ,2003,21
1600,Jennifer,Coolidge,1,194,Robots ,2005,5
536,Bradley,Cooper,1,59,Wedding Crashers ,2005,15
731,Justin,Cooper,1,83,Liar Liar ,1997,39
1480,Jackie,Cooper,1,177,Superman ,1978,26
1480,Jackie,Cooper,1,281,Superman II ,1980,34
1559,Chris,Cooper,1,188,American Beauty ,1999,23
1559,Chris,Cooper,1,221,The Bourne Identity ,2002,19
1559,Chris,Cooper,1,226,Seabiscuit ,2003,33
1559,Chris,Cooper,1,256,The Patriot ,2000,19
1270,Sam,Coppola,1,149,Saturday Night Fever ,1977,31
367,John,Corbett,1,42,My Big Fat Greek Wedding ,2002,16
2425,Barry,Corbin,1,320,Stir Crazy ,1980,17
2390,Jeff,Corey,1,314,Butch Cassidy and the Sundance Kid ,1969,27
918,Jesse,Corti,1,105,Beauty and the Beast ,1991,24
202,James,Cosmo,1,23,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005,28
2427,Nicolas,Coster,1,320,Stir Crazy ,1980,17
681,Kevin,Costner,1,77,Dances with Wolves ,1990,14
681,Kevin,Costner,1,111,Robin Hood: Prince of Thieves ,1991,16
681,Kevin,Costner,1,219,The Bodyguard ,1992,27
2065,Tom,Courtenay,1,265,Doctor Zhivago ,1965,23
994,Allen,Covert,1,114,Big Daddy ,1999,24
994,Allen,Covert,1,205,Mr. Deeds ,2002,15
994,Allen,Covert,1,223,50 First Dates ,2004,29
389,Ronny,Cox,1,44,Beverly Hills Cop ,1984,22
389,Ronny,Cox,1,131,Beverly Hills Cop II ,1987,38
389,Ronny,Cox,1,232,Total Recall ,1990,24
509,Brian,Cox,1,56,X2 ,2003,26
509,Brian,Cox,1,95,The Bourne Supremacy ,2004,18
509,Brian,Cox,1,180,Troy ,2004,26
509,Brian,Cox,1,192,The Ring ,2002,16
509,Brian,Cox,1,221,The Bourne Identity ,2002,19
2345,Courteney,Cox,1,307,Scream ,1996,17
2345,Courteney,Cox,1,321,Scream 2 ,1997,38
38,Peter,Coyote,1,4,E.T. the Extra-Terrestrial ,1982,19
1525,Daniel,Craig,1,184,Lara Croft: Tomb Raider ,2001,23
1525,Daniel,Craig,1,304,Road to Perdition ,2002,26
608,Fred,Crane,1,67,Gone with the Wind ,1939,28
1153,Richard,Crenna,1,136,Rambo: First Blood Part II ,1985,40
1064,Terry,Crews,1,123,The Longest Yard ,2005,14
893,Wendy,Crewson,1,102,Air Force One ,1997,31
893,Wendy,Crewson,1,144,The Santa Clause ,1994,14
893,Wendy,Crewson,1,163,The Santa Clause 2 ,2002,26
2527,Peter,Crombie,1,338,Se7en ,1995,34
1234,James,Cromwell,1,145,"I, Robot ",2004,32
1234,James,Cromwell,1,157,Deep Impact ,1998,28
1234,James,Cromwell,1,169,The Green Mile ,1999,13
1234,James,Cromwell,1,237,The Sum of All Fears ,2002,12
1234,James,Cromwell,1,310,The General's Daughter ,1999,3
1234,James,Cromwell,1,322,Eraser ,1996,30
1820,Laurel,Cronin,1,229,Hook ,1991,22
2458,Hume,Cronyn,1,328,The Pelican Brief ,1993,26
180,Mackenzie,Crook,1,21,Pirates of the Caribbean: The Curse of the Black Pearl ,2003,21
641,David,Cross,1,72,Men in Black II ,2002,27
2405,T.J.,Cross,1,317,Gone in Sixty Seconds ,2000,32
2050,Scatman,Crothers,1,262,One Flew Over the Cuckoo's Nest ,1975,33
643,Russell,Crowe,1,73,Gladiator ,2000,16
643,Russell,Crowe,1,107,A Beautiful Mind ,2001,14
395,Tom,Cruise,1,45,War of the Worlds ,2005,13
395,Tom,Cruise,1,55,Mission: Impossible II ,2000,20
395,Tom,Cruise,1,86,Mission: Impossible ,1996,29
395,Tom,Cruise,1,92,Top Gun ,1986,34
395,Tom,Cruise,1,101,Rain Man ,1988,36
395,Tom,Cruise,1,122,The Firm ,1993,21
395,Tom,Cruise,1,132,Jerry Maguire ,1996,27
395,Tom,Cruise,1,153,A Few Good Men ,1992,31
395,Tom,Cruise,1,183,Minority Report ,2002,11
395,Tom,Cruise,1,267,The Last Samurai ,2003,26
395,Tom,Cruise,1,298,Interview with the Vampire: The Vampire Chronicles ,1994,16
395,Tom,Cruise,1,330,Vanilla Sky ,2001,5
395,Tom,Cruise,1,342,Collateral ,2004,26
2295,Greg,Cruttwell,1,299,George of the Jungle ,1997,22
1755,Raymond,Cruz,1,218,Clear and Present Danger ,1994,9
2462,Penélope,Cruz,1,330,Vanilla Sky ,2001,5
292,Billy,Crystal,1,34,"Monsters, Inc. ",2001,24
292,Billy,Crystal,1,213,City Slickers ,1991,21
292,Billy,Crystal,1,287,Analyze This ,1999,20
156,Marton,Csokas,1,17,The Lord of the Rings: The Fellowship of the Ring ,2001,21
156,Marton,Csokas,1,95,The Bourne Supremacy ,2004,18
156,Marton,Csokas,1,154,xXx ,2002,23
215,Macaulay,Culkin,1,26,Home Alone ,1990,28
215,Macaulay,Culkin,1,98,Home Alone 2: Lost in New York ,1992,33
422,Rory,Culkin,1,48,Signs ,2002,15
2456,Robert,Culp,1,328,The Pelican Brief ,1993,26
2051,Mwako,Cumbuka,1,262,One Flew Over the Cuckoo's Nest ,1975,33
510,Alan,Cumming,1,56,X2 ,2003,26
510,Alan,Cumming,1,259,Spy Kids ,2001,7
510,Alan,Cumming,1,288,GoldenEye ,1995,23
252,Jim,Cummings,1,29,Shrek ,2001,22
2387,Jim,Curley,1,313,In the Line of Fire ,1993,8
1354,Tim,Curry,1,160,The Rocky Horror Picture Show ,1975,6
1354,Tim,Curry,1,210,Charlie's Angels ,2000,23
1354,Tim,Curry,1,224,The Hunt for Red October ,1990,36
330,Joan,Cusack,1,38,Toy Story 2 ,1999,42
330,Joan,Cusack,1,135,Runaway Bride ,1999,29
330,Joan,Cusack,1,173,Chicken Little ,2005,19
2444,John,Cusack,1,325,Con Air ,1997,18
16,Peter,Cushing,1,2,Star Wars ,1977,15
758,Henry,Czerny,1,86,Mission: Impossible ,1996,29
758,Henry,Czerny,1,218,Clear and Present Danger ,1994,9
2164,Danny,D. Daniels,1,279,Ace Ventura: When Nature Calls ,1995,15
933,Alex,D. Linz,1,106,Tarzan ,1999,16
887,Michael,D. Roberts,1,101,Rain Man ,1988,36
56,Willem,Dafoe,1,6,Spider-Man ,2002,23
56,Willem,Dafoe,1,13,Finding Nemo ,2003,21
56,Willem,Dafoe,1,167,Platoon ,1986,16
56,Willem,Dafoe,1,218,Clear and Present Danger ,1994,9
1310,Werner,Dähn,1,154,xXx ,2002,23
2468,Elizabeth,Daily,1,331,The Rugrats Movie ,1998,11
1995,Bryce,Dallas Howard,1,253,The Village ,2004,46
1902,Fred,Dalton Thompson,1,240,Die Hard 2 ,1990,35
1902,Fred,Dalton Thompson,1,313,In the Line of Fire ,1993,8
488,Matt,Damon,1,54,Saving Private Ryan ,1998,12
488,Matt,Damon,1,95,The Bourne Supremacy ,2004,18
488,Matt,Damon,1,166,Good Will Hunting ,1997,16
488,Matt,Damon,1,221,The Bourne Identity ,2002,19
1163,Claire,Danes,1,137,Terminator 3: Rise of the Machines ,2003,11
2255,Beverly,D'Angelo,1,294,Every Which Way But Loose ,1978,13
2112,Christopher,Daniel Barnes,1,272,The Little Mermaid ,1989,38
18,Anthony,Daniels,1,2,Star Wars ,1977,15
18,Anthony,Daniels,1,7,Star Wars: Episode III - Revenge of the Sith ,2005,15
18,Anthony,Daniels,1,19,Star Wars: Episode VI - Return of the Jedi ,1983,6
18,Anthony,Daniels,1,24,Star Wars: Episode V - The Empire Strikes Back ,1980,19
1140,Lisa,Daniels,1,134,One Hundred and One Dalmatians ,1961,24
1436,Jeff,Daniels,1,171,101 Dalmatians ,1996,15
1436,Jeff,Daniels,1,199,Dumb & Dumber ,1994,20
1436,Jeff,Daniels,1,222,Speed ,1994,36
1436,Jeff,Daniels,1,278,Terms of Endearment ,1983,14
2195,Phil,Daniels,1,286,Chicken Run ,2000,13
2234,Walker,Daniels,1,291,Love Story ,1970,33
2307,William,Daniels,1,301,The Graduate ,1967,26
241,Blythe,Danner,1,28,Meet the Fockers ,2004,26
241,Blythe,Danner,1,110,Meet the Parents ,2000,22
1295,Cesare,Danova,1,152,Animal House ,1978,32
489,Ted,Danson,1,54,Saving Private Ryan ,1998,12
489,Ted,Danson,1,109,Three Men and a Baby ,1987,19
1026,Peter,Dante,1,118,The Waterboy ,1998,14
1026,Peter,Dante,1,205,Mr. Deeds ,2002,15
676,Marion,Darlington,1,76,Snow White and the Seven Dwarfs ,1937,12
676,Marion,Darlington,1,309,Bambi ,1942,28
1860,Tom,Daschle,1,234,Fahrenheit 9/11 ,2004,13
1299,James,Daughton,1,152,Animal House ,1978,32
177,Jack,Davenport,1,21,Pirates of the Caribbean: The Curse of the Black Pearl ,2003,21
666,Keith,David,1,75,Mr. & Mrs. Smith ,2005,7
666,Keith,David,1,93,There's Something About Mary ,1998,23
666,Keith,David,1,167,Platoon ,1986,16
1904,Thayer,David,1,241,Rocky ,1976,15
2163,Tommy,Davidson,1,279,Ace Ventura: When Nature Calls ,1995,15
487,Jeremy,Davies,1,54,Saving Private Ryan ,1998,12
806,Geena,Davis,1,91,Tootsie ,1982,31
806,Geena,Davis,1,159,Stuart Little ,1999,24
806,Geena,Davis,1,283,A League of Their Own ,1992,22
1142,Lisa,Davis,1,134,One Hundred and One Dalmatians ,1961,24
1255,Ossie,Davis,1,148,Doctor Dolittle ,1998,23
1255,Ossie,Davis,1,168,Dinosaur ,2000,28
2365,Tim,Davis,1,309,Bambi ,1942,28
638,Rosario,Dawson,1,72,Men in Black II ,2002,27
880,David,Dayan Fisher,1,100,National Treasure ,2004,20
1751,Joaquim,de Almeida,1,218,Clear and Present Danger ,1994,9
602,Olivia,de Havilland,1,67,Gone with the Wind ,1939,28
2179,Maria,de Medeiros,1,282,Pulp Fiction ,1994,35
237,Robert,De Niro,1,28,Meet the Fockers ,2004,26
237,Robert,De Niro,1,110,Meet the Parents ,2000,22
237,Robert,De Niro,1,119,Shark Tale ,2004,26
237,Robert,De Niro,1,234,Fahrenheit 9/11 ,2004,13
237,Robert,De Niro,1,287,Analyze This ,1999,20
2191,Melissa,De Sousa,1,285,Miss Congeniality ,2000,21
89,Francesco,De Vito,1,10,The Passion of the Christ ,2004,9
153,Derek,Deadman,1,16,Harry Potter and the Sorcerer's Stone ,2001,15
2072,Loren,Dean,1,266,Enemy of the State ,1998,41
1329,Patricia,DeCou,1,156,The Blair Witch Project ,1999,28
161,Billy,Dee Williams,1,19,Star Wars: Episode VI - Return of the Jedi ,1983,6
161,Billy,Dee Williams,1,24,Star Wars: Episode V - The Empire Strikes Back ,1980,19
161,Billy,Dee Williams,1,35,Batman ,1989,18
853,Eddie,Deezen,1,97,The Polar Express ,2004,18
2246,Mos,Def,1,293,The Italian Job ,2003,16
114,Ellen,DeGeneres,1,13,Finding Nemo ,2003,21
960,Nicole,DeHuff,1,110,Meet the Parents ,2000,22
467,Martina,Deignan,1,52,Ghost ,1990,15
1718,Benicio,Del Toro,1,212,Traffic ,2000,20
1683,Brian,Delate,1,206,The Truman Show ,1998,14
1767,Michael,DeLuise,1,220,Wayne's World ,1992,27
935,Taylor,Dempsey,1,106,Tarzan ,1999,16
1627,Patrick,Dempsey,1,198,Sweet Home Alabama ,2002,30
2300,Jeffrey,DeMunn,1,300,Phenomenon ,1996,26
1039,Judi,Dench,1,120,Die Another Day ,2002,14
1039,Judi,Dench,1,201,The World Is Not Enough ,1999,14
1039,Judi,Dench,1,209,Tomorrow Never Dies ,1997,26
1039,Judi,Dench,1,288,GoldenEye ,1995,23
250,Peter,Dennis,1,29,Shrek ,2001,22
1601,Dylan,Denton,1,194,Robots ,2005,5
174,Johnny,Depp,1,21,Pirates of the Caribbean: The Curse of the Black Pearl ,2003,21
174,Johnny,Depp,1,60,Charlie and the Chocolate Factory ,2005,5
174,Johnny,Depp,1,326,Sleepy Hollow ,1999,11
97,Laura,Dern,1,11,Jurassic Park ,1993,20
97,Laura,Dern,1,85,Jurassic Park III ,2001,28
869,Zooey,Deschanel,1,99,Elf ,2003,31
1006,Danny,DeVito,1,116,Batman Returns ,1992,36
1006,Danny,DeVito,1,262,One Flew Over the Cuckoo's Nest ,1975,33
1006,Danny,DeVito,1,263,Twins ,1988,36
1006,Danny,DeVito,1,278,Terms of Endearment ,1983,14
26,Cameron,Diaz,1,3,Shrek 2 ,2004,45
26,Cameron,Diaz,1,29,Shrek ,2001,22
26,Cameron,Diaz,1,93,There's Something About Mary ,1998,23
26,Cameron,Diaz,1,202,My Best Friend's Wedding ,1997,41
26,Cameron,Diaz,1,210,Charlie's Angels ,2000,23
26,Cameron,Diaz,1,329,Charlie's Angels: Full Throttle ,2003,20
26,Cameron,Diaz,1,330,Vanilla Sky ,2001,5
2,Leonardo,DiCaprio,1,1,Titanic ,1997,32
2,Leonardo,DiCaprio,1,113,Catch Me If You Can ,2002,22
2,Leonardo,DiCaprio,1,311,The Aviator ,2004,18
527,George,DiCenzo,1,58,Back to the Future ,1985,30
1689,Dawn,Didawick,1,207,Erin Brockovich ,2000,13
753,John,Diehl,1,85,Jurassic Park III ,2001,28
485,Vin,Diesel,1,54,Saving Private Ryan ,1998,12
485,Vin,Diesel,1,147,The Fast and the Furious ,2001,16
485,Vin,Diesel,1,154,xXx ,2002,23
485,Vin,Diesel,1,257,The Pacifier ,2005,13
942,Taye,Diggs,1,108,Chicago ,2002,35
1016,Phyllis,Diller,1,117,A Bug's Life ,1998,22
818,Matt,Dillon,1,93,There's Something About Mary ,1998,23
1413,Kevin,Dillon,1,167,Platoon ,1986,16
1588,Melinda,Dillon,1,193,Close Encounters of the Third Kind ,1977,27
2136,Ernie,Dingo,1,274,Crocodile' Dundee II ,1988,30
872,Peter,Dinklage,1,99,Elf ,2003,31
2190,John,DiResta,1,285,Miss Congeniality ,2000,21
1592,Philip,Dodds,1,193,Close Encounters of the Third Kind ,1977,27
1706,Joe,Don Baker,1,209,Tomorrow Never Dies ,1997,26
1706,Joe,Don Baker,1,288,GoldenEye ,1995,23
787,Elinor,Donahue,1,89,Pretty Woman ,1990,15
1322,Heather,Donahue,1,156,The Blair Witch Project ,1999,28
745,Jamie,Donnelly,1,84,Grease ,1978,30
313,Vincent,D'Onofrio,1,36,Men in Black ,1997,40
732,Amanda,Donohoe,1,83,Liar Liar ,1997,39
799,Jeffrey,Donovan,1,90,Hitch ,2005,17
2328,Michael,Donovan O'Donnell,1,305,Dick Tracy ,1990,22
618,Alison,Doody,1,69,Indiana Jones and the Last Crusade ,1989,29
2123,James,Doohan,1,273,Star Trek IV: The Voyage Home ,1986,29
1147,Paul,Dooley,1,135,Runaway Bride ,1999,29
913,Matt,Doran,1,104,The Matrix ,1999,28
1581,David,Dorfman,1,192,The Ring ,2002,16
2399,Karen,Dotrice,1,315,Mary Poppins ,1964,33
1802,David,Doty,1,226,Seabiscuit ,2003,33
1350,Jim,Doughan,1,159,Stuart Little ,1999,24
1079,Michael,Douglas,1,126,Fatal Attraction ,1987,31
1079,Michael,Douglas,1,212,Traffic ,2000,20
1079,Michael,Douglas,1,238,Basic Instinct ,1992,33
2173,Sarah,Douglas,1,281,Superman II ,1980,34
109,Brad,Dourif,1,12,The Lord of the Rings: The Two Towers ,2002,38
2029,Denise,Dowse,1,258,Dr. Dolittle 2 ,2001,12
1766,Brian,Doyle-Murray,1,220,Wayne's World ,1992,27
1939,James,Dreyfus,1,245,Notting Hill ,1999,21
281,Richard,Dreyfuss,1,33,Jaws ,1975,17
281,Richard,Dreyfuss,1,193,Close Encounters of the Third Kind ,1977,27
281,Richard,Dreyfuss,1,250,American Graffiti ,1973,14
929,Minnie,Driver,1,106,Tarzan ,1999,16
929,Minnie,Driver,1,166,Good Will Hunting ,1997,16
970,Soo,Drouet,1,111,Robin Hood: Prince of Thieves ,1991,16
1388,Hilary,Duff,1,164,Cheaper by the Dozen ,2003,24
2237,Howard,Duff,1,292,Kramer vs. Kramer ,1979,10
1635,Karen,Duffy,1,199,Dumb & Dumber ,1994,20
986,Dennis,Dugan,1,340,Parenthood ,1989,35
1340,Olympia,Dukakis,1,158,Look Who's Talking ,1989,27
